id,adi,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
7868,Rıza Emre,BODUR,rıza emre.bodur36@gmail.com,5336593859,1997-10-11,32,t,40205222166,3
7871,Gökmen Burak,KURTARAN,gökmen burak.kurtaran46@gmail.com,5502471277,1986-07-03,6,t,55173839827,0
7873,Merve,ÖZ,merve.öz54@gmail.com,5363234272,1999-08-12,37,f,22347169100,0
7874,Enes,ŞANLI,enes.şanlı14@gmail.com,5515357347,1983-01-03,34,t,23283503146,0
7878,Erdi,TURAL,erdi.tural81@gmail.com,5327947870,1995-12-08,55,t,86676855604,0
7880,Oguzhan,TÜMAYMAN,oguzhan.tümayman61@gmail.com,5515249785,1995-12-21,34,t,82520596988,0
7881,Adem,BEYAZ,adem.beyaz58@gmail.com,5592816825,1992-04-21,79,t,20631806453,0
7882,Esra,ORHAN,esra.orhan65@gmail.com,5572405828,1983-01-17,34,f,16446293037,0
7884,Orçun,KANDEMİR,orçun.kandemir99@gmail.com,5593745205,1998-07-13,10,t,56642660228,0
7886,Merve Gül,SEFERİNOĞLU,merve gül.seferinoğlu98@gmail.com,5391285544,1981-12-09,34,f,41695694290,0
7888,Erdem,GUVEN,erdem.guven65@gmail.com,5414176428,1982-03-20,34,t,51489803989,0
7889,Ahmet Görkem,ÖZDOĞAN,ahmet görkem.özdoğan55@gmail.com,5598948592,1985-11-17,1,t,63540508937,0
7890,İbrahim,TÜLEYLİOĞLU,ibrahim.tüleylioğlu11@gmail.com,5584952572,1988-10-12,31,t,44811078143,0
7891,Seda,SAĞLAM,seda.sağlam40@gmail.com,5456264812,1999-01-21,6,f,67153837987,0
7892,Mehmet,KURDAŞ,mehmet.kurdaş68@gmail.com,5333338290,2002-04-11,34,t,15454815776,0
7893,Mehmet Emre,ÖLMEZ,mehmet emre.ölmez21@gmail.com,5577728165,1990-07-26,46,t,58840093292,0
7898,Ameer,ALMASRİ,ameer.almasri40@gmail.com,5421634995,1996-04-04,32,t,28579023923,0
7900,İlhan,ÖZTOZLU,ilhan.öztozlu48@gmail.com,5584597179,1988-03-10,16,t,35720149961,0
7902,Benan,GEDİK,benan.gedik52@gmail.com,5581609147,1980-07-12,34,f,82231677539,0
7905,İmer Buse,YAĞIZ,imer buse.yağız95@gmail.com,5393838483,2001-10-08,67,f,63587646165,0
7906,Kübra,NAR,kübra.nar74@gmail.com,5321302612,1992-10-20,34,f,99551344156,0
7907,Naz,KOCAÇINAR,naz.kocaçınar72@gmail.com,5354379424,1994-10-02,34,f,30306614003,0
7910,Zafer,BUNSUZ,zafer.bunsuz46@gmail.com,5498360788,1991-07-12,34,t,71316512131,6
7911,Seher,KADIOĞLU,seher.kadıoğlu76@gmail.com,5465665218,1995-01-19,34,f,11140879282,0
7913,Koray,DAĞ,koray.dağ45@gmail.com,5592664129,1987-03-05,34,t,97864152718,0
7916,Abdullah Dursun,ARABACI,abdullah dursun.arabacı88@gmail.com,5485097367,1984-05-21,42,t,40202049087,0
7917,Özhan,OTAY,özhan.otay62@gmail.com,5405358553,2000-02-15,34,t,36920862647,0
7920,Selda,ŞENTÜRK YILDIRIM,selda.şentürk yıldırım51@gmail.com,5543192944,1998-08-03,41,f,69730164417,0
7921,Cem,ERDEM,cem.erdem56@gmail.com,5557622142,1998-02-11,34,t,56091708635,0
7925,Bahadır,TOMAÇ,bahadır.tomaç64@gmail.com,5421706714,1994-07-10,6,t,37753850296,0
7926,Şamil,ARSLAN,şamil.arslan24@gmail.com,5458607855,1992-08-13,10,t,91756783966,0
7930,İsmet,GÖKGÖZ,ismet.gökgöz61@gmail.com,5366434530,1990-06-18,34,t,99310019755,0
7932,Rabia,AŞAĞIDAĞ,rabia.aşağıdağ54@gmail.com,5383715620,2003-05-11,34,f,93851012841,0
7935,Aves,DENETMEN,aves.denetmen90@gmail.com,5514462148,2001-11-19,6,t,29467627142,0
7936,Aves,DENETMEN,aves.denetmen67@gmail.com,5503633952,1980-11-26,6,t,46955577195,0
7938,Yusuf,ÖZ,yusuf.öz36@gmail.com,5345319109,2000-03-12,25,t,90075551445,0
7941,Kenan,TUNCER,kenan.tuncer42@gmail.com,5437044518,1997-12-11,72,t,38076685787,0
7942,Jülide Ceren,ŞAHİN,jülide ceren.şahin62@gmail.com,5528475857,1997-09-01,34,f,46205972159,0
7946,Mücahit,ÇEVİK,mücahit.çevik55@gmail.com,5558463466,2000-01-02,58,t,40178633868,0
7952,Hamdi,APALI,hamdi.apalı99@gmail.com,5564369852,1985-02-09,42,t,49284363800,0
7955,Levent,KAYA,levent.kaya62@gmail.com,5447121747,1993-01-24,34,t,82771663332,0
7956,Ömer,ŞİRİN,ömer.şirin47@gmail.com,5322741188,2002-07-11,59,t,47565626459,0
7960,Ela,CENGİZ,ela.cengiz46@gmail.com,5466315465,1992-04-03,8,f,86022135278,0
7969,Tan Berk,AKI,tan berk.akı48@gmail.com,5543308522,1980-10-12,55,t,12209061573,0
7973,Duygu,AKAR,duygu.akar94@gmail.com,5522533228,1987-06-14,77,f,20295401122,0
7975,Seyit Efe,ÇİFCİ,seyit efe.çifci40@gmail.com,5473793435,1995-03-05,5,t,26009389367,0
7976,Kübranur,ZEBUNOĞLU,kübranur.zebunoğlu70@gmail.com,5308659861,1986-10-16,34,f,90764442470,0
7978,Erim Yalım Can,KUTLUKAN,erim yalım can.kutlukan84@gmail.com,5603347158,1999-07-19,34,t,62022376445,0
7980,Mehmet,BULUT,mehmet.bulut42@gmail.com,5491556818,2001-06-18,50,t,44439041931,0
7981,Ayşe Merve,ÇAĞLAYAN,ayşe merve.çağlayan36@gmail.com,5345721247,1987-08-27,34,f,35904527568,0
7983,Elif,GÜREL,elif.gürel71@gmail.com,5561118688,1982-06-17,3,f,16636537913,0
7984,Umutcan,PEKTETİK,umutcan.pektetik98@gmail.com,5418784388,2003-05-01,34,t,32425794000,0
7985,Muğdat,BARAN,muğdat.baran70@gmail.com,5488954411,1982-11-20,65,t,13633648932,0
7987,Suat,ÖZÇELİK,suat.özçelik12@gmail.com,5356869469,1981-02-17,25,t,78827959361,0
7991,Selin,PAZARBAŞI,selin.pazarbaşı21@gmail.com,5445881707,1983-11-02,52,f,32692666153,0
7992,Melda,TANRIKULU,melda.tanrıkulu61@gmail.com,5478132751,1988-07-06,34,f,59347745707,0
7996,Murat,ÖZCAN,murat.özcan76@gmail.com,5478192977,1989-12-24,34,t,48331863850,0
8005,Habib Can,ERDOĞAN,habib can.erdoğan71@gmail.com,5507431690,1984-08-21,38,t,40125434097,0
8007,Muhammed Emin,YILDIZ,muhammed emin.yıldız13@gmail.com,5544631554,1988-04-23,34,t,28740393416,0
8008,Salih,ÇAKIR,salih.çakır15@gmail.com,5591322820,1998-04-26,55,t,17302209096,0
8009,Taha Erham,KELEŞ,taha erham.keleş58@gmail.com,5408450683,1988-10-15,34,t,78682013253,0
8011,Emre,ER,emre.er57@gmail.com,5379107542,1988-12-27,25,t,15563606911,0
8012,Nihal Gözde,SUBAŞI,nihal gözde.subaşı74@gmail.com,5583350874,1988-02-04,21,f,79790941292,0
8013,Çiğdem,GENÇ,çiğdem.genç45@gmail.com,5538815695,1991-06-04,48,f,52837217415,0
8015,Esat,KINIŞ,esat.kınış53@gmail.com,5408282799,1996-10-26,56,t,49761356772,0
8016,Hayati,USTA,hayati.usta97@gmail.com,5378836481,1994-10-17,52,t,64304921517,0
8017,Mehmet Fatih,KORKUT,mehmet fatih.korkut28@gmail.com,5397736146,1996-08-19,34,t,16027634594,0
8019,Burak,YILDIRIM,burak.yıldırım34@gmail.com,5437853761,2003-10-13,34,t,82826609955,0
8022,Nuri,ÜYEPAZARCI,nuri.üyepazarcı72@gmail.com,5565236505,1993-05-23,34,t,63124674096,0
8023,Doğuş Can,ÇİÇEKLİ,doğuş can.çiçekli78@gmail.com,5495725630,2002-10-01,34,t,59600641530,0
8026,Duygu,BAYRAKTAR,duygu.bayraktar18@gmail.com,5503055916,2001-11-05,16,f,28713548165,0
8027,Çiğdem,SARI,çiğdem.sarı53@gmail.com,5442370286,1987-03-22,19,f,45889890791,0
8028,Ayşegül,TUNCER,ayşegül.tuncer12@gmail.com,5377865943,1988-11-02,34,f,45459541007,0
8029,Nurullah,AKDEMİR,nurullah.akdemir86@gmail.com,5543502856,1994-01-07,49,t,96647897230,0
8031,Fatih,ALTUN,fatih.altun44@gmail.com,5445936933,1994-05-08,38,t,10634358166,0
8032,Zühal,YAVUZ,zühal.yavuz47@gmail.com,5497357645,2001-07-28,34,f,95046567926,0
8034,Tamer,YILMAZ,tamer.yılmaz70@gmail.com,5495275919,2002-06-28,56,t,52970984416,0
8036,Lokman,KILIÇ,lokman.kılıç 67@gmail.com,5482649191,1983-04-27,34,t,72142427890,0
8037,Yusuf,ÜNAL,yusuf.ünal38@gmail.com,5514572751,1982-09-11,5,t,61925759353,0
8038,Mert,ÖNBEY,mert.önbey40@gmail.com,5463080390,1985-10-04,34,t,49208417898,0
8043,Bekir,YILDIZ,bekir.yıldız33@gmail.com,5511111625,1988-06-27,27,t,40671328588,0
8044,Hatice Kübra,TEKEREK,hatice kübra.tekerek90@gmail.com,5597092653,1985-09-09,46,f,68218267548,0
8045,Nevzat,YUŞAN,nevzat.yuşan16@gmail.com,5468200163,1992-12-16,27,t,99659572168,0
8046,Özge,PEYİK,özge.peyik81@gmail.com,5439199972,1987-01-03,34,f,75462418531,0
8047,İbrahim,YÖRÜK,ibrahim.yörük44@gmail.com,5496887535,1987-11-04,70,t,56790341796,0
8048,Eda,HEPDİNÇLER,eda.hepdinçler79@gmail.com,5411593883,2000-11-27,34,f,95583138652,0
8051,Pınar Damla,UZUNOĞLU,pınar damla.uzunoğlu37@gmail.com,5526910298,2003-07-19,34,f,22280576950,0
8052,Halil,DALGIÇ,halil.dalgıç 64@gmail.com,5514584107,1981-04-21,10,t,22964552898,0
8053,Ahmet Akif,DEMİRBAŞ,ahmet akif.demirbaş57@gmail.com,5584513434,1991-11-27,67,t,36727203637,0
8054,Nazlı,YASARİ,nazlı.yasari22@gmail.com,5402421728,1993-12-20,17,f,57015737515,0
8055,Çağla,ÖZ,çağla.öz45@gmail.com,5311754928,1991-09-04,34,f,30462875058,0
8056,Remzi,AKTURK,remzi.akturk62@gmail.com,5463820229,2003-03-13,26,t,29703321853,0
8057,Cansu,VAROL,cansu.varol46@gmail.com,5412900869,1987-07-06,32,f,66827487579,0
8059,Öztürk,BEYRİBEY,öztürk.beyribey65@gmail.com,5522278256,1988-03-04,23,t,73146869244,0
8060,Ceren,TÜRKAY,ceren.türkay80@gmail.com,5526431507,2001-01-28,34,f,40517433316,0
8061,Bekir,ÖZBULUT,bekir.özbulut95@gmail.com,5431452836,1983-09-20,1,t,48244194519,0
8062,Fatih,CEVAHİROĞLU,fatih.cevahiroğlu 46@gmail.com,5442056609,1980-06-17,34,t,40153134360,1
8063,İrem Nur,YENİDÜNYA,irem nur.yenidünya62@gmail.com,5504923104,1991-06-27,34,f,87429946766,0
8064,Erdem,BOSTAN,erdem.bostan50@gmail.com,5534378236,2002-11-19,34,t,31497975713,0
8065,Seren,TURAN,seren.turan25@gmail.com,5595161114,2000-07-11,59,f,41173924196,0
8066,Telat,KÜÇÜKKARIŞ,telat.küçükkarış15@gmail.com,5581411975,1996-01-09,39,t,82507921089,0
8067,Fatih Zahid,GENÇ,fatih zahid.genç30@gmail.com,5484272603,2002-12-04,61,t,12811765990,0
8068,Gökçe,OTTAŞ,gökçe.ottaş41@gmail.com,5549017439,1980-08-09,34,f,82569004354,0
8070,Betül,KIRATLI,betül.kıratlı85@gmail.com,5304633205,1993-12-13,54,f,62967485909,0
8072,Betül,COŞKUN,betül.coşkun17@gmail.com,5458563479,1984-06-16,7,f,57390494704,0
8073,Ayla,URAZ,ayla.uraz56@gmail.com,5486233243,1983-05-03,18,f,74791239618,0
8074,Hilal,ŞENDİR,hilal.şendir27@gmail.com,5527385653,1999-11-23,58,f,33043639475,0
8075,Pınar,POLAT,pınar.polat49@gmail.com,5481970194,2000-07-18,5,f,49692117610,0
8076,Ali Emre,ÇINGIR,ali emre.çıngır96@gmail.com,5371377286,1998-05-23,16,t,64258562101,0
8077,Zeynep Ceren,BİLGİÇ,zeynep ceren.bilgiç27@gmail.com,5447444442,1987-05-16,6,f,77710671834,0
8078,Mesut,KOCATOROS,mesut.kocatoros89@gmail.com,5484181291,1993-06-15,52,t,53824258681,0
8079,Murat,YÜKSEL,murat.yüksel45@gmail.com,5326851133,1995-01-15,34,t,46817872565,0
8080,Eda,DERİNOĞLU,eda.derinoğlu38@gmail.com,5431408517,1999-06-14,34,f,96921867303,0
8081,Hasan,ÇELİK,hasan.çelik39@gmail.com,5416145687,1988-11-13,23,t,43780947150,0
8084,Tuğba Betül,IŞIK,tuğba betül.ışık37@gmail.com,5509175988,2001-06-08,6,f,83933556320,0
8086,Sevilay,YILDIZ,sevilay.yıldız43@gmail.com,5464417274,2003-08-09,61,f,81155073324,0
8087,Faik Sabri,ÇAVUŞOĞLU,faik sabri.çavuşoğlu20@gmail.com,5344071401,1980-09-14,70,t,60346697440,0
8089,Emir,DİVANİ,emir.divani91@gmail.com,5488672353,1996-09-17,34,t,23474095008,0
8090,Berkan,ATAÇ,berkan.ataç19@gmail.com,5465427579,1990-12-16,6,t,86818773293,0
8091,Tuğçe Özge,ÖZDEN,tuğçe özge.özden91@gmail.com,5538870279,1985-10-02,9,f,44522012305,0
8092,Kadir Can,SARICA,kadir can.sarıca10@gmail.com,5532977702,1985-01-03,34,t,81542131207,0
8094,Esma,KAPLAN,esma.kaplan92@gmail.com,5314332470,1987-08-07,34,f,98130861535,0
8095,Aysun,YAPICIOGLU,aysun.yapıcıoglu13@gmail.com,5396940846,1982-08-28,16,f,55513104197,0
8096,Hüseyin,YENER,hüseyin.yener35@gmail.com,5404983884,1986-03-15,78,t,14323076576,0
8098,Barış,ULUIRMAK,barış.uluırmak19@gmail.com,5477470334,2003-02-11,16,t,74848790134,0
8100,Tarık,FERİK,tarık.ferik24@gmail.com,5504497462,1996-03-06,54,t,56126503566,0
8101,Fatih,COŞAR,fatih.coşar23@gmail.com,5487641716,2001-07-26,42,t,51399579126,0
8102,Feyza Nur,KAYA,feyza nur.kaya55@gmail.com,5541215842,2003-02-12,34,f,89536049607,0
8106,Beyazıt,ÇAKIR,beyazıt.çakır15@gmail.com,5369181990,1998-01-28,31,t,99180404749,0
8107,Kadir Ozan,ÇİÇEK,kadir ozan.çiçek26@gmail.com,5441252485,1984-06-05,41,t,14200802310,0
8108,Aslıhan,TEMEL,aslıhan.temel95@gmail.com,5526785289,2002-05-21,35,f,48598288658,0
8109,Nihal,ŞİMŞEK,nihal.şimşek68@gmail.com,5395122646,1984-04-26,16,f,86222071277,0
8110,Erkut,BALOĞLU,erkut.baloğlu44@gmail.com,5574478502,1994-05-03,34,t,19026341977,0
8111,Erol,TAŞÇİ,erol.taşçi16@gmail.com,5354191305,1991-11-04,34,t,26065621457,1
8112,Taner,TÜRE,taner.türe14@gmail.com,5316312771,1986-02-08,45,t,87627900301,0
8114,Kevser Nida,BEKAROĞLU,kevser nida.bekaroğlu50@gmail.com,5568150469,1990-03-12,61,f,76904956154,0
8115,Kübra Nur,KIRALİ,kübra nur.kırali56@gmail.com,5526977873,1983-03-22,53,f,31258880513,0
8118,Yalçın,GÜL,yalçın.gül17@gmail.com,5335638833,1998-01-16,33,t,56681026760,0
8119,Olgaç Arda,DÖNMEZ,olgaç arda.dönmez59@gmail.com,5551678668,1985-10-19,34,t,99684830981,0
8120,Cansu,TUNA,cansu.tuna15@gmail.com,5381068178,1994-10-07,34,f,37622411871,0
8121,Merve,KARABIYIK,merve.karabıyık39@gmail.com,5392811307,1986-09-08,16,f,83238946708,0
8122,Levent,ILGAZ,levent.ılgaz14@gmail.com,5333164471,1982-06-11,41,t,81012929689,0
8124,Ahenk,URAZ,ahenk.uraz16@gmail.com,5332976705,1985-11-28,34,f,15186047032,0
8127,Yusuf,ÇELİK,yusuf.çelik50@gmail.com,5504217599,1985-04-24,34,t,13834583648,0
8128,Melda,AYDOĞAN,melda.aydoğan85@gmail.com,5464212108,1984-01-18,6,f,41216587759,0
8132,Ayşegül,GÜNEYSU,ayşegül.güneysu11@gmail.com,5528305623,1986-06-01,34,f,11129619384,0
8133,Emine,ULU,emine.ulu52@gmail.com,5513089595,1981-08-13,34,f,17383538723,1
8134,Durukan,SİPAHİ,durukan.sipahi31@gmail.com,5372886754,1987-06-24,23,t,78252406174,0
8135,Hakan,APAYDIN,hakan.apaydın15@gmail.com,5594135472,1996-02-09,34,t,26018947108,0
8136,Görkem,ARCAK,görkem.arcak51@gmail.com,5393045717,1987-12-03,34,t,42881874437,0
8137,Rukiye Büşra,BAŞYİĞİT,rukiye büşra.başyiğit83@gmail.com,5593951530,1985-03-22,34,f,95185717151,7
8138,Samyeli,CANPOLAT,samyeli.canpolat40@gmail.com,5417927110,1987-01-22,31,f,50665631551,0
8139,Muhammed,KOCAOĞLU,muhammed.kocaoğlu22@gmail.com,5374429550,1996-02-02,63,t,23056512924,0
8140,Ümmügülsüm,UĞUZ,ümmügülsüm.uğuz33@gmail.com,5531737202,1998-01-07,58,f,88563492229,0
8143,Erkam Musab,AKSAL,erkam musab.aksal87@gmail.com,5598270652,1993-09-18,71,t,39782557420,0
8145,Yasemin,TIRPAN,yasemin.tırpan29@gmail.com,5341888430,1982-02-06,16,f,73706898763,0
8147,Meryem Nur,ÇOBAN,meryem nur.çoban71@gmail.com,5487987273,1998-03-11,3,f,63625547816,0
8148,Esma,ŞİŞMANOĞLU,esma.şişmanoğlu63@gmail.com,5587138922,1980-05-07,34,f,45200163705,0
8149,Ebubekir,ŞEN,ebubekir.şen95@gmail.com,5548513632,1999-06-17,34,t,24184663461,0
8151,Barbaros Arif,ÖZCAN,barbaros arif.özcan60@gmail.com,5552233998,1983-02-08,34,t,93004305936,0
8153,Şimal,BERBER,şimal.berber98@gmail.com,5541529175,1989-03-26,26,f,13224592543,0
8155,Akın,ÇAY,akın.çay13@gmail.com,5403977134,1993-07-12,66,t,91888916005,0
8160,Didem,ÖVER,didem.över82@gmail.com,5394720521,1984-06-05,34,f,88700716423,7
8161,Sener,AK,sener.ak64@gmail.com,5332988255,1982-10-06,34,t,56646112000,1
8162,Gülseren,AKBAŞ,gülseren.akbaş64@gmail.com,5402149621,1992-11-03,34,f,44531919422,0
8163,Faik,YILDIRIM,faik.yıldırım69@gmail.com,5374720141,1988-10-03,41,t,40336367131,0
8164,Nurdamla,KALLEK,nurdamla.kallek70@gmail.com,5558609957,1996-04-13,34,f,82367319864,0
8165,Samet,EYÜBOĞLU,samet.eyüboğlu20@gmail.com,5471578593,1998-07-05,34,t,65657556476,0
8169,Hacı Mehmet,BOYRAZ,hacı mehmet.boyraz63@gmail.com,5341225433,1995-11-21,35,t,68119452220,7
8170,Berat Can,SADIKOĞLU,berat can.sadıkoğlu36@gmail.com,5577953938,1998-02-08,34,t,27346046883,0
8172,Gökhan,KUŞÇUOĞLU,gökhan.kuşçuoğlu31@gmail.com,5348557310,1980-03-22,34,t,75638935441,0
8173,Hatice,GÖKCE,hatice.gökce40@gmail.com,5449146693,1992-11-08,34,f,44284124410,0
8174,Şebnem Özge,ÖZMERDİVEN,şebnem özge.özmerdiven13@gmail.com,5511725259,2000-01-09,22,f,88979563895,0
8175,Sencer,KILIÇ,sencer.kılıç10@gmail.com,5457940742,2000-03-16,34,t,63670091182,1
8176,Erkan,YILDIRIM,erkan.yıldırım74@gmail.com,5574024585,1991-07-07,37,t,43128768282,0
8177,Özlem,ÖZDEMİR ÇETİN,özlem.özdemir çetin64@gmail.com,5576975911,1991-06-23,3,f,60963340249,0
8178,Gülçin,TURHAN,gülçin.turhan45@gmail.com,5334352440,1984-08-12,67,f,87069324824,0
8180,Neslihan,AKILOTU,neslihan.akılotu52@gmail.com,5524704537,1996-09-01,23,f,32937899187,0
8181,İsmail,DURMAZ,ismail.durmaz53@gmail.com,5527659612,2003-05-09,63,t,77787547307,0
8182,Hasibe,TALAŞ,hasibe.talaş51@gmail.com,5522462892,1992-07-25,58,f,75052736080,0
8185,Betül,TORUN,betül.torun29@gmail.com,5385209605,1984-09-26,54,f,42176389156,0
8186,İdil,AKGÜN,idil.akgün99@gmail.com,5322750316,1999-03-25,34,f,38785605881,0
8187,Nihal,PİŞKİN,nihal.pişkin35@gmail.com,5401729205,1980-03-12,33,f,15164325472,0
8188,Selin,ÇALIŞKAN,selin.çalışkan53@gmail.com,5466960498,1990-09-19,34,f,84388514417,0
8189,Adem,BULUT,adem.bulut48@gmail.com,5326404280,1980-09-23,34,t,77644503264,0
8190,Gökçe,ÇAĞDAŞ,gökçe.çağdaş67@gmail.com,5601442118,1982-01-05,34,f,75831121916,1
8191,Abdulbaki,OK,abdulbaki.ok48@gmail.com,5405463484,1994-01-01,31,t,26223597460,0
8192,Serap Sebil,AVCI,serap sebil.avcı14@gmail.com,5311885870,1997-08-26,6,f,14987139394,0
8193,Seda Nur,BİLİCİ,seda nur.bilici 66@gmail.com,5345400838,1991-08-26,63,f,59576772428,0
8194,Tulın,KOT,tulın.kot40@gmail.com,5351802952,1999-10-06,54,f,85369266243,0
8195,Neslihan,ŞEN GÜNDÜZ,neslihan.şen gündüz85@gmail.com,5525601428,2001-03-06,34,f,90221877833,0
8196,Nursena,ŞİMŞEK,nursena.şimşek97@gmail.com,5305121282,1980-02-18,16,f,91580044045,0
8197,Metin,KURT,metin.kurt42@gmail.com,5434864569,1984-12-12,35,t,82161602720,0
8201,Osman Tayfun,FAKİROGLU,osman tayfun.fakiroglu51@gmail.com,5598616747,1986-05-26,34,t,56903792876,0
8202,Metin Erkan,ÇEKMEZ,metin erkan.çekmez95@gmail.com,5507099410,1993-04-03,34,t,44303548147,7
8203,Orhan,ATEŞ,orhan.ateş22@gmail.com,5487359175,1981-08-01,33,t,12597837060,0
8205,Nilay,SEFERTAŞ,nilay.sefertaş56@gmail.com,5452351384,2000-01-04,34,f,40699717437,0
8207,Semih,BOZKURT,semih.bozkurt75@gmail.com,5534730833,1986-10-21,34,t,14048371610,0
8208,Kazım Tolgahan,ŞANLI,kazım tolgahan.şanlı63@gmail.com,5312386562,1986-09-25,16,t,77119046808,0
8209,Sevde,DARTAR,sevde.dartar42@gmail.com,5563987871,1999-12-21,37,f,43150269043,0
8210,Şemse,KUTSAL,şemse.kutsal26@gmail.com,5406102659,2001-12-01,31,f,87953821347,0
8211,Tarık,TOPRAK,tarık.toprak48@gmail.com,5581498506,1998-02-09,34,t,74265252641,0
8212,Ali Uğur,ŞİMŞEK,ali uğur.şimşek69@gmail.com,5502287171,1982-02-07,32,t,42879397823,0
8213,Ayşegül,KILIÇ,ayşegül.kılıç45@gmail.com,5585638678,2000-09-24,34,f,51399090473,0
8214,Ekrem Burhan,CAN,ekrem burhan.can35@gmail.com,5437606103,1981-03-24,34,t,30260810436,0
8215,Sinan,HANÇER,sinan.hançer33@gmail.com,5364936269,1991-07-17,34,t,15872830088,0
8216,Eda,ARSLAN,eda.arslan65@gmail.com,5475050223,1996-02-10,27,f,35845080741,0
8217,Melike Kübra,SARIOĞLU,melike kübra.sarıoğlu83@gmail.com,5497599506,1997-08-01,66,f,27364729998,0
8218,Sera,CENGİZ,sera.cengiz44@gmail.com,5367545848,1997-10-20,16,f,47685378928,0
8219,Gökberk,SARIGÜL,gökberk.sarıgül61@gmail.com,5482786221,1984-02-11,34,t,40935513624,0
8220,Büşra,ÇOKDAŞ,büşra.çokdaş94@gmail.com,5387164357,1994-07-07,34,f,63240356437,0
8221,Abdulsamed,ÇİMEN,abdulsamed.çimen16@gmail.com,5496735550,2003-06-28,54,t,88288870707,0
8222,Demet,ÖZŞAHİN,demet.özşahin89@gmail.com,5343092839,1983-02-07,1,f,34768858965,0
8223,Sercan,GÜLTEKİN,sercan.gültekin17@gmail.com,5411447870,1998-05-05,34,t,50033414887,0
8224,Meryem,GÜLTEKİ,meryem.gülteki77@gmail.com,5375155853,2000-04-17,34,f,35119177298,0
8226,Seher,ÇERVATOĞLU,seher.çervatoğlu21@gmail.com,5301312266,1990-07-17,34,f,30095646279,0
8227,Gökhan,ŞENGÜL,gökhan.şengül77@gmail.com,5574599370,1999-07-06,59,t,96590745837,1
8228,Anıl,İÇÖZ,anıl.içöz76@gmail.com,5337810420,1998-11-03,59,t,53359816100,0
8230,Neslihan,ERGİN,neslihan.ergin49@gmail.com,5537813897,1981-09-10,7,f,13790963392,0
8231,Erol,KESKİN,erol.keskin68@gmail.com,5384497268,1991-01-24,34,t,58101888634,0
8232,Sedef Olcay,ATICI,sedef olcay.atıcı67@gmail.com,5367646292,1997-02-27,68,f,33853238388,0
8233,İlbars Dorukhan,VAROL,ilbars dorukhan.varol19@gmail.com,5322748525,2002-03-18,23,t,89169678810,0
8234,Merve,OZABUS,merve.ozabus97@gmail.com,5514612985,1999-12-23,27,f,72102670377,0
8238,Merve,TAHTA,merve.tahta71@gmail.com,5603444169,1981-04-01,34,f,34331548956,1
8240,Kerem,AKPINAR,kerem.akpınar77@gmail.com,5502777646,2003-01-05,34,t,41709456404,0
8241,Umut,ÖZDOĞAN,umut.özdoğan12@gmail.com,5345201926,1996-07-09,66,t,15043069112,0
8242,Kartal Bahadır,ÇETİNGÖZ,kartal bahadır.çetingöz27@gmail.com,5579079262,1985-11-26,34,t,68319546764,0
8243,Pınar,BEKPINAR,pınar.bekpınar17@gmail.com,5461032124,1987-09-02,34,f,61034584035,0
8244,Bihter,EKİZOGLU,bihter.ekizoglu89@gmail.com,5412746159,1988-05-02,10,f,30408368988,1
8245,Emrah,YÜCE,emrah.yüce77@gmail.com,5354268729,1989-08-27,34,t,27592642197,0
8246,Yusuf Kağan,ATALAY,yusuf kağan.atalay11@gmail.com,5359200888,1987-11-05,35,t,76727958031,0
8247,Mehmet,KÜLTE,mehmet.külte28@gmail.com,5314023410,2001-02-07,37,t,71651013706,0
8248,Mehmet Rıdvan,İSKENDER,mehmet rıdvan.iskender93@gmail.com,5511615134,1988-12-04,34,t,67046056761,0
8249,Emre,GÜLER,emre.güler92@gmail.com,5501067510,1997-03-07,34,t,33595721101,0
8250,Muhammed Sacid,BEYHAN,muhammed sacid.beyhan61@gmail.com,5306458837,1997-03-27,34,t,56829174824,0
8251,Hüma,TOKER,hüma.toker60@gmail.com,5584808250,1990-01-03,60,f,53132005204,0
8252,Mahmud Mücahid,SAĞMAN,mahmud mücahid.sağman13@gmail.com,5543101711,1991-09-03,44,t,74879297649,0
8253,Tuba,KARAÇOBAN,tuba.karaçoban 15@gmail.com,5517991679,1984-02-19,21,f,58508164524,0
8254,İlhan,ATAŞ,ilhan.ataş87@gmail.com,5571176858,1993-08-01,27,t,49547106479,0
8255,Ömer,ERDEM,ömer.erdem58@gmail.com,5448010970,2000-12-23,58,t,71093257398,0
8256,Gözde,AKCAN,gözde.akcan80@gmail.com,5521439112,1986-10-01,54,f,91108045282,0
8257,Mustafa,GEDİK,mustafa.gedik97@gmail.com,5485733104,1986-12-17,34,t,23856387528,0
8258,Tolga Kudret,KARACA,tolga kudret.karaca63@gmail.com,5541147351,1984-04-18,34,t,85919883089,0
8259,Kemal,AYDIN,kemal.aydın44@gmail.com,5528859849,1992-12-16,26,t,36732402180,0
8260,Didar,YILDIRIM,didar.yıldırım86@gmail.com,5493530368,1998-12-13,34,f,22327367287,0
8261,Gökhan,GEGEKOĞLU,gökhan.gegekoğlu57@gmail.com,5378152978,1985-11-26,67,t,55650559808,0
8262,Hanife,YALÇIN,hanife.yalçın82@gmail.com,5528814630,1981-02-28,34,f,69127427037,0
8263,Beyza,AÇIKAY,beyza.açıkay51@gmail.com,5507017409,1981-05-21,34,f,73889780072,0
